MNTH,Day,Year,MAX,MIN,AVG, DEP,HDD,CDD,WTR,SNW, DPTH,AVGSPD,MAXSPD,DIR, MIN,PSBL, S-S,WX,SPD ,DR
1,23,2023,55,33,44,-3,21,e e.ee,0,e.e,e,5.7,13,4e,M,M,3,18,40,
1,24,2023,49,35,42,-5,23,e I.e2,1.02,T,e,13.3,23,2e,M,M,le,32 290,,
1,25,2023,44,37,41,-6,24,e,0.2,e.e,e 12.3 21 31e,12.3,21,,M,M,7,,,
1,26,2023,54,32,43,-4,22,e e.ee,0,e.e,e,9.3,18,,M,M,1,23 310,,
1,27,2023,63,31,47,e,18,e e.ee,0,e.e,e 12.9 22 19e,12.9,22,,M,M,2,3e 190,,
1,28,2023,70,45,58,11,7,e,0.2,e.e,e 13.5 24 19e,13.5,24,,M,M,8,33 180,,
1,29,2023,59,30,45,,2e,e,0.2,e.e,e 14.7 26 34e,14.7,26,,M,M,9 1,32 340,,
1,30,2023,30,26,28,,37,e e.el,0.01,T,e 15.e 22 34e,15,22,,M,M,le 146,27 340,,
1,31,2023,29,25,27,,38,e e.35,0.35,1.3,T 13.6 21 34e,13.6,21,,M,M,le 1346,26 360,,
2,1,2023,31,28,30,,35,e e. 28,0.28,,,8.9,17,M,M,le 146,21 31e,,,
2,2,2023,35,31,33,,32,e e.41,0.41,e.e,,8.7,16,M,M,9 16,18 36e,,,
2,3,2023,53,30,42,-6,23,e e.ee,0,e.e,T,5.2,12,M,M,1 1,15 35e,,,
2,4,2023,58,32,45,-3,28,e e.ee,0,e.e,e le. 2 25 198,10.2,25,M,M,5,32 194,,,
2,5,2023,78,42,56,8,9,e e.ee,0,e.e,e,7.8,14,M,M,,17 17e,,,
2,6,2023,74,47,61,12,4,e e.ee,0,e.e,e 16.8 32 188,16.8,32,M,M,6,42 18e,,,
2,7,2023,64,47,56,7,9,e l.łe,1.1,e.e,e 12.8 21 328,12.8,21,M,M,le 13,28,2e,,
2,8,2023,49,39,44,-5,21,e 1.11,1.11,e.e,e 12.5 24 27e,12.5,24,M,M,8 13,35 27e,,,
2,9,2023,64,33,49,e,16,e e.ee,0,e.e,e,6.1,28,M,M,2 1,24 368,,,
2,10,2023,58,37,44,-5,21,e,0.2,e.e,e 15.8 25 340,15.8,25,M,M,9,32 35e,,,
2,11,2023,56,35,46,,19,e,0.2,T,e,8.1,16,M,M,4,2e 35e,,,
2,12,2023,68,34,51,,14,e e.ee,0,e.e,e,7.6,18,M,M,3,25 190,,,
2,13,2023,66,41,54,4,11,e,0.2,e.e,e,9.7,38,M,M,8,45 144,,,
2,14,2023,71,52,62,12,3,e e.58,0.58,e.e,e 17.2 39 22e,17.2,39,M,M,6 13,55 23e,,,
2,15,2023,77,45,61,11,4,e e.ee,0,e.e,e 12.6 32 318,12.6,32,M,M,5,4e 298,,,
2,16,2023,57,36,47,,18,e,0.2,e.e,e 2e.7 33 326,10.7,33,M,M,6,4e 35e,,,
2,17,2023,51,31,41,,24,e e.ee,0,e.e,e,9,28,M,M,3,35 34e,,,
2,18,2023,53,30,42,-9,23,e e.ee,0,e.e,e 11.7 21 178,11.7,21,M,M,9,27 17e,,,
2,19,2023,72,41,57,6,8,e e.ee,0,e.e,e 12.4 28 2ee,12.4,28,M,M,8,26 21e,,,
2,20,2023,88,56,68,16,e,3 e.ee,0,e.e,e 11.7 24 240,11.7,24,M,M,9,31 23e,,,
2,21,2023,98,60,75,23,e,le e.ee,0,e.e,e 16.2 38 180,16.2,38,M,M,7,42 19e,,,
2,22,2023,81,59,74,18,e,5 0.44,0.44,e.e,e 15.7 31 188,15.7,31,M,M,5 13,41 240,,,
2,23,2023,67,45,56,4,9,e e.ee,0,e.e,e 16.2 24 35e,16.2,24,M,M,6,3e 35e,,,
2,24,2023,49,42,46,-7,19,e,0.2,e.e,e 12.9 18,12.9,18,M,M,le,22 360,,,
2,25,2023,49,39,44,-9,21,e e.eł,0.01,e.e,e,5.7,15,M,M,le,18 34e,,,
2,26,2023,78,47,63,18,2,e e.e2,0.02,e.e,e 12.7 37 180,12.7,37,M,M,9 128,52 18e,,,
2,27,2023,75,54,65,12,e,e e.b6,0.06,e.e,e,9.7,26,M,M,4 18,34 26e,,,
2,28,2023,85,48,67,13,e,2 e.ee,0,e.e,e,9,17,M,M,4,22 220,,,
3,1,2023,71,57,64,le,1,e e.B4,0,e,8.3 23 19e,8.3,23,M,M,le 13,29 19e,,,
3,2,2023,82,54,68,,e,3 e.59,0,e 11.5 53 32e,,11.5,53,M,M,9 13,71 32e,,,
3,3,2023,66,46,56,2,9,e e.19,0,e 10.8 28 29e,,10.8,28,M,M,3 13,37 29e,,,
3,4,2023,77,43,60,5,5,e e.ee,0,e,9.4 2e 18e,9.4,20,M,M,,26 19e,,,
3,5,2023,79,50,65,le,e,e e.ee,0,e 13.5 29 19e,,13.5,29,M,M,3,36 19e,,,
3,6,2023,82,58,70,15,e,5 e.ee,0,e IO.9 18 19e,,10.9,18,M,M,7,24 18e,,,
3,7,2023,74,58,66,le,e,1 e.ee e.e,0,e,6.5 16 33e,6.5,16,M,M,6 1,2e 18e,,,
3,8,2023,63,52,58,2,7,e e.el,0.01,e 10.4 22 33e,,10.4,22,M,M,le 1,28 33e,,,
3,9,2023,70,54,62,6,3,e e.52,0.52,e,9.2,9.2,23,M,M,le 1238,32,2e,,
3,10,2023,67,46,57,,8,e e.ee e.e,0,e,8.6,8.6,21,M,M,5,27,3e,,
3,11,2023,88,56,72,15,e,7 e.ee,0,e 14.7,,14.7,25,M,M,8 1,36 19e,,,
3,12,2023,66,50,58,,7,e e.ee,0,e 18.8,,18.8,30,M,M,8,39 36e,,,
3,13,2023,60,46,53,-4,12,e e.ee,0,e 12.5,,12.5,18,M,M,6,26 36e,,,
3,14,2023,63,39,51,-7,14,e,0.2,e,6.5,6.5,13,M,M,6,21 Ile,,,
3,15,2023,69,43,56,-2,9,e e.ee,0,e 14.8,,14.8,26,M,M,6,35 17e,,,
3,16,2023,71,44,58,e,7,e e.95,0.95,e,21.4 38 34e,21.4,38,M,M,le 13,57 29e,,,
3,17,2023,54,40,47,,18,e e.ee,0,e,16.2 31 35e,16.2,31,M,M,7,38 360,,,
3,18,2023,56,38,47,,18,e e.ee,0,e,le.e 22 36e,10,22,M,M,6,3e 34e,,,
3,19,2023,53,31,42,,23,e e.ee,0,e,6.4 12,6.4,12,M,M,3,18,se,,
3,20,2023,55,37,46,,19,e e.ee,0,e,14.9 28 17e,14.9,28,M,M,8,38 17e,,,
3,21,2023,69,50,60,e,5,e e.e4,0.04,e,15.e 28 17e,15,28,M,M,le 1,34 15e,,,
3,22,2023,83,66,75,15,e,le e.ee,0,e,17.9 28 17e,17.9,28,M,M,9 8,36 17e,,,
3,23,2023,86,69,78,18,e,13 e.ee,0,e,18.e 29 19e,18,29,M,M,8,39 21e,,,
3,24,2023,76,61,69,9,e,4 e.38,0.38,e,11.4 24 29e,11.4,24,M,M,7 13,3e 29e,,,
3,25,2023,77,52,65,4,e,e e.ee,0,e,10.4 21 27e,10.4,21,M,M,e,28 27e,,,
3,26,2023,79,50,65,4,e,e e.ee,0,e,8.7 26,8.7,26,M,M,,33,le,,
3,27,2023,72,47,60,,5,e e.e3,0.03,e,7.8 17,7.8,17,M,M,6 3,26,le,,
3,28,2023,64,49,57,-5,8,e e.ee,0,e 13.2 23 35e,,13.2,23,M,M,6,32 35e,,,
3,29,2023,66,49,58,-4,7,e e.ee,0,e,7.7 15 15e,7.7,15,M,M,8,2e 16e,,,
4,1,2023,76,55,66,4,e,1 e.ee,0,e.e,e,9.7,22,le,M,M,6,29 329,,
4,2,2023,80,55,68,5,e,3 e.68,0.68,e.e,e 11.e,11,29,32e,M,M,8 1358,41 336,,
4,3,2023,94,64,79,16,e,14 e.ee,0,e.e,e 16.6,16.6,25,17e,M,M,3,39 21e,,
4,4,2023,82,72,77,14,e,12 e.ee,0,e.e,e 19.7,19.7,26,19e,M,M,9,36 169,,
4,5,2023,77,52,65,2,e,e,0.2,e.e,e 15.5,15.5,29,32e,M,M,8 3,36 339,,
4,6,2023,59,49,54,,11,e e.ee,0,e.e,e 13.1,13.1,28,3e,M,M,9,27,29,
4,7,2023,63,53,58,-6,7,e e.ee,0,e.e,e,9.5,15,3e,M,M,19,29,69,
4,8,2023,74,55,65,,e,e e.ee,0,e.e,e,5.1,16,8e,M,M,7,2e 128,,
4,9,2023,73,54,64,e,1,e e.ee,0,e.e,e,2.9,16,13e,M,M,7,22 139,,
4,19,2023,76,55,66,2,e,1 e.ee,0,e.e,e,6.7,14,lie,M,M,6,19 148,,
4,11,2023,77,53,65,e,e,e e.ee,0,e.e,e,5,15,Ile,M,M,2,2e 119,,
4,12,2023,79,54,67,2,e,2 e.ee,0,e.e,e,7.1,17,14e,M,M,3,23 148,,
4,13,2023,80,54,67,2,e,2 e.ee,0,e.e,e,8.9,17,16e,M,M,4,31 17e,,
4,14,2023,81,68,71,6,e,6,0.2,e.e,e 17.e,17,28,19e,M,M,7,36 17e,,
4,15,2023,81,58,70,4,e,5 e.ee,0,e.e,e 17.3,17.3,29,36e,M,M,4,49,te,
4,16,2023,74,50,62,,3,e e.ee,0,e.e,e,9.2,20,34e,M,M,e,3e 338,,
4,17,2023,82,49,66,e,e,1 e.ee,0,e.e,e 11.6,11.6,25,19e,M,M,3 8,36 2ee,,
4,18,2023,76,61,69,3,e,4 e.ee,0,e.e,e 16.6,16.6,28,18e,M,M,6,36 189,,
4,19,2023,85,66,76,te,e,11,0.2,e.e,e 29.3,29.3,31,17e,M,M,7,42 198,,
4,20,2023,85,62,74,7,e,9 e.94,0.94,e.e,e 14.3,14.3,30,18e,M,M,9 1358,42 178,,
4,21,2023,77,56,67,e,e,2 e.ee,0,e.e,e,9.7,23,3e,M,M,4,31,3e,
4,22,2023,73,52,63,-4,2,e,0.2,e.e,e,9.8,25,le,M,M,8,32,le,
4,23,2023,59,47,53,,12,e e. 10,0.1,e.e,e lê. 1,10.1,22,3e,M,M,9 1,31,3e,
4,24,2023,70,45,58,,7,e,0.2,e.e,e,8.2,16,139,M,M,7,21 13e,,
4,25,2023,73,59,66,-2,e,1 e. el,0.01,e.e,e,9.7,18,13e,M,M,19,26 129,,
4,26,2023,64,55,68,-8,5,e,1.41,e.e,e le.2,10.2,32,13e,M,M,le 13,42 138,,
4,27,2023,69,55,62,-6,3,e,0.2,e.e,e le.4,10.4,22,31e,M,M,7 1,29 329,,
4,28,2023,72,49,61,-7,4,e e.e6,0.06,e.e,e 12.6,12.6,29,33e,M,M,7 3,36 348,,
4,29,2023,73,53,63,-6,2,e e.ee,0,e.e,e 17.3,17.3,29,348,M,M,6,37 339,,
4,30,2023,83,49,66,-3,e,e.ee,0,e.e,e,9.6,16,7e,M,M,1,22,89,
5,1,2023,78,53,66,-3,e,e.ee,0,e.e,e,6.6,13,7e,M,M,4,2e,99,
5,2,2023,83,53,68,-2,e,3 e.ee e.e,0,,e,5.5,13,Ile,M,M,6,17,79,
5,3,2023,83,64,74,4,e,9 e.ee,0,e.e,e,7.6,15,lee,M,M,8,29 119,,
5,4,2023,85,63,74,4,e,9,0.2,e.e,e 11.e 22,11,22,17e,M,M,le,3e 15e,,
5,5,2023,96,69,83,13,e,18 e.ee,0,e.e,e,12.6,25,,M,M,6,34 179,,
5,6,2023,88,68,78,7,e,13 e. 19,0.19,e.e,e,14.1,35,,M,M,7 13,42 318,,
5,7,2023,88,68,78,7,e,13 e. el,0.01,e.e,e,14.7,24,,M,M,9 3,33 16e,,
5,8,2023,90,70,89,9,e,15 e. 19,0.19,e.e,e,11.5,24,,M,M,6 13,33 189,,
5,9,2023,85,69,77,5,e,12 e.ee,0,e.e,e,10.6,22,,M,m,8,27 198,,
5,10,2023,75,66,71,-1,e,6 e. 32,0.32,e.e,e,4.6,12,,M,M,9 13,16,98,
5,11,2023,88,65,77,5,e,12 e. el,0.01,e.e,e,10.5,22,,M,M,9 18,39 159,,
5,12,2023,91,76,84,11,e,19 e.ee,0,e.e,e,14.8,26,,M,M,9,39 198,,
5,13,2023,85,69,77,4,e,12,0.2,e.e,e,7.7,21,,M,M,8,26 178,,
5,14,2023,75,69,72,-1,e,7 e.44,0.44,e.e,e,5.1,28,,M,M,9 13,39 139,,
5,15,2023,87,68,78,4,e,13,0.2,e.e,e,6.9,21,,M,M,7 3,27 19e,,
5,16,2023,80,67,74,e,e,9 e.ee,0,e.e,e,8.6,17,,M,M,8,22 348,,
5,17,2023,84,61,73,-1,e,8 e.ee,0,e.e,e,5.6,14,2e,M,M,4,17 359,,
5,18,2023,88,64,76,,e,11 e.ee,0,e.e,e,6.6,15,,M,M,6,29 148,,
5,19,2023,93,71,82,7,e,17 e.94,0.94,e.e,e,9.2,20,,M,M,7 13,26 248,,
5,29,2023,78,63,71,-4,e,6 e.ee,0,e.e,e,12.6,25,,M,M,8 8,31 369,,
5,21,2023,76,61,69,-7,e,4 e.ee,0,e.e,e,4.6,10,,M,M,8,13 339,,
5,22,2023,84,61,73,,e,8 e.ee,0,e.e,e,4.5,12,,M,M,4 1,16 129,,
5,23,2023,85,68,77,,e,12 e.ee e.e,0,,e,8.7,15,,M,M,7,29 138,,
5,24,2023,87,67,77,e,e,12 e. 10,0.1,e.e,e,7.6,22,,M,M,7 3,3e 3ee,,
5,25,2023,85,67,76,-1,e,11 e.ee,0,e.e,e,5.7,13,,M,M,6,2e 19e,,
5,26,2023,87,68,78,,e,13 e.ee,0,e.e,e,6.5,16,,M,M,7,29 lee,,
5,27,2023,86,69,78,e,e,13 e.ee,0,e.e,e,6.6,13,,M,M,9,17 128,,
5,28,2023,87,67,77,-1,e,12 e. 16,0.16,e.e,e,7.2,23,,M,M,8 1,3e 21e,,
5,29,2023,90,68,79,,e,14 e.ee,0,e.e,e,7.9,26,,M,M,7 138,37 279,,
5,39,2023,89,66,78,e,e,13 e.e8,0.38,e.e,e,5.6,23,3e,M,M,5 3,39,5e,
5,31,2023,90,66,78,-1,e,13 e.ee,0,e.e,e,5.8,16,,M,M,4,22 168,,
6,1,2023,89,71,80,1,e,15 e.ee,0,e.e,e,7.6,18,,M,M,5,27 122,,
6,2,2023,92,70,81,2,e,e.ee,0,e.e,e,8.9,29,,M,M,5 3,4e 29a,,
6,3,2023,93,67,80,e,e,15 e.ee,0,e.e,e,6.6,28,30,M,M,8 3,37,4e,
6,4,2023,88,66,77,-3,e,12 e.ee,0,e.e,e,7.2,17,3e,M,M,7,24,3e,
6,5,2023,87,67,77,-3,e,12,0.2,e.e,e,7,25,,M,M,8 3,37 lee,,
6,6,2023,90,69,80,e,e,15,0.2,e.e,e,4.7,22,,M,M,6 3,30 2ee,,
6,7,2023,92,69,81,1,e,16,0.2,e.e,e,4.4,21,,M,M,5 38,32 150,,
6,8,2023,92,69,81,e,e,16 e.ee,0,e.e,e,5.9,25,,M,M,7 3,32 19a,,
6,9,2023,97,70,84,3,e,19 e.ee,0,e.e,e,5.8,15,,M,M,4,20 210,,
6,10,2023,94,74,84,3,e,19 e.ee,0,e.e,e 11.7,11.7,18,,M,M,6,26 130,,
6,11,2023,99,71,85,4,e,20 e.e8,0.08,e.e,e,7.5,24,,M,M,4 3,35 12a,,
6,12,2023,87,69,78,-4,e,13,0.2,e.e,e 10.4,10.4,26,20,M,M,7 13,36,le,
6,13,2023,79,69,74,-8,e,9 e.55,0.55,e.e,e,7.5,16,,M,M,9 123,36 22e,,
6,14,2023,91,74,83,,e,e.ee,0,e.e,e,5.8,14,,M,M,7 18,18 32e,,
6,15,2023,93,75,84,2,e,19 e.ee,0,e.e,e,9.7,24,40,M,M,5 18,32,3e,
6,16,2023,97,72,85,3,e,20 e.ee,0,e.e,e 11.3,11.3,24,,M,M,6,34 12e,,
6,17,2023,96,74,85,3 3,e e,20 e.ee 20 e.ee,0,e.e e.e,e e,9.3,22,,M M,M M,6 4,27 160,,
6,18,2023,94,75,85,,,,0,,,6.9,23,2e,,,,32,20,
6,19,2023,99,74,87,4,e,22 e.ee,0,e.e,e 10.1,10.1,18,,M,M,1,25 15e,,
6,20,2023,98,81,90,7,e,25 e.ee,0,e.e,e,10.5,17,,M,M,6,24 17e,,
6,21,2023,92,79,86,3,e,21 e.14,0.14,e.e,e le.e,10,23,5a,M,M,7 3,35,80,
6,22,2023,90,78,84,,e,19 e. el,0.01,e.e,e,8.4,16,,M,M,8 3,23 Ile,,
6,23,2023,93,77,85,2,e,20,0.2,e.e,e,8.7,26,30,M,M,5 3,38,4e,
6,24,2023,99,75,87,4,e,22 e.ee,0,e.e,e 13.6 24 190,13.6,24,,M,M,3,32 18e,,
6,25,2023,101,81,91,8,e,26 e.ee,0,e.e,e,9,21,,M,M,2,28 16e,,
6,26,2023,101,82,92,8,e,27 e.ee,0,e.e,e 11.9 22 160,11.9,22,,M,M,1 8,30 15e,,
6,27,2023,102,80,91,7,e,26 e.ee,0,e.e,e 12.9 22 2ee,12.9,22,,M,M,1,29 2ee,,
6,28,2023,101,79,90,6,e,25 e.ee,0,e.e,e 13.8 21 16e,13.8,21,,M,M,1,27 15e,,
6,29,2023,101,80,91,7,e,26 e.ee,0,e.e,e 12.8 21 15e,12.8,21,,M,M,e,27 19e,,
6,30,2023,98,82,89,5,e,24 e.ee,0,e.e,e 13.7 21 15a,13.7,21,,M,M,3,3a 19a,,
7,1,2023,89,78,84,e,e,19 e.ee,0,e.e,e,9.5,21,,M,M,8,26 180,,
7,2,2023,92,73,83,-1,e,18 e.ee,0,e.e,e,7.4,21,,M,M,7 3,25 220,,
7,3,2023,100,75,88,4,e,23 e.ee,0,e.e,e Il.e,11,25,60,M,M,5 3,34,60,
7,4,2023,99,74,87,3,e,22 e.ee,0,e.e,e le.9,10.9,20,,M,M,5,27 17e,,
7,5,2023,98,80,89,5,e,24 e.ee,0,e.e,e 11.5,11.5,21,,M,M,3,26 140,,
7,6,2023,97,80,89,4,e,24 e.ee,0,e.e,e,9.2,20,,M,M,6 3,24 19e,,
7,7,2023,96,78,87,2,e,22 e.ee,0,e.B,e 13.4,13.4,23,,M,M,4,31 180,,
7,8,2023,98,79,89,4,e,24,0.2,e.e,e le. 5,10.5,22,,M,M,7,29 130,,
7,9,2023,90,74,82,-3,e,17 e.12,0.12,e.e,e,9.3,28,,M,M,6 13,38 290,,
7,10,2023,98,78,88,3,e,23 e.ee,0,e.e,e,8.3,17,,M,M,6 3,26 13e,,
7,11,2023,97,77,87,2,e,22 e. 03,0.03,e.e,e 11.3,11.3,26,20,M,M,5 3,34,2e,
7,12,2023,105,82,94,9,e,29 e.ee,0,e.e,e 14.4,14.4,23,,M,M,2,28 2ee,,
7,13,2023,104,81,93,7,e,28,0.2,e.B,e 15. e,15,25,,M,M,5,33 190,,
7,14,2023,103,84,94,8,e,29 e.ee,0,e.e,e 13.8,13.8,23,,M,M,7,30 18e,,
7,15,2023,101,83,92,6,e,27 e.ee,0,e.e,e 11.1,11.1,22,,M,M,5,30 19e,,
7,16,2023,88,74,81,-5,e,16 e. 32,0.32,e.e,e,8.5,25,,M,M,5 13,31 320,,
7,17,2023,106,74,90,4,e,25 e.ee,0,e.e,e,9.3,18,,M,M,2,26 17e,,
7,18,2023,108,82,95,9,e,30 e.ee,0,e.e,e 15.3,15.3,24,,M,M,,31 170,,
7,19,2023,105,83,94,8,e,29 e.ee,0,e.e,e 14.5,14.5,21,,M,M,1,29 180,,
7,20,2023,104,83,94,8,e,29 e.ee,0,e.e,e le.7,10.7,20,,M,M,5,24 220,,
7,21,2023,103,82,93,7,e,28 e.ee,0,e.e,e,9.8,21,30,M,M,5,25,se,
7,22,2023,93,77,85,-1 e,e e,e.ee e.ee,0,e.e e.B,e le.8,10.8,17,30,M M,M M,3 1,26,30,
7,23,2023,98,73,86,,,,0,,e,4.5,14,,,,,18 Ile,,
7,24,2023,102,76,89,2,e,24 e.ee,0,e.e,e,8.5,16,,M,M,,23 12e,,
7,25,2023,104,78,91,4,e,26 e.ee,0,e.a,e le. 5 20 19e,10.5,20,,M,M,1,31 140,,
7,26,2023,102,81,92,5,e,27 e.ee,0,e.e,e 12.7 21 17e,12.7,21,,M,M,3,29 22e,,
7,27,2023,101,82,92,5,e,27 e.ee,0,e.e,e 11.6 18 180,11.6,18,,M,M,8,28 14e,,
7,28,2023,102,81,92,5,e,27 e.ee,0,e.e,e le.7 20 190,10.7,20,,M,M,,26 16e,,
7,29,2023,103,80,92,5,e,27 e.ee,0,e.e,e,7.6,14,,M,M,2,21 14e,,
7,30,2023,104,79,92,5,e,27 e.ee,0,e.e,e,6.3,15,,M,M,,20 19e,,
7,31,2023,105,80,93,6,e,28 e.ee,0,e.e,e,7.9,16,,M,M,3,23 21e,,
8,1,2023,107,81,94,7,e,29 e.ee,0,e.e,e,7.5,18,,M,M,3,24 12e,,
8,2,2023,106,83,95,8,e,3e e. eo,0,e.e,e,10.7,20,,M,M,4,31 17e,,
8,3,2023,105,85,95,8,e,3e e.ee,0,e.e,e 12.7 2e 2ee,12.7,20,,M,M,1,26 19e,,
8,4,2023,105,85,95,8,e,3e e. ea,0,e.e,e 11.3 21 19e,11.3,21,,M,M,,27 190,,
8,5,2023,107,85,96,9,e,31 e.ee,0,e.e,e 10.8 2e 19e,10.8,20,,M,M,2,24 21e,,
8,6,2023,104,85,95,8,e,3e e.ee,0,e.e,e 10.1 21 2ae,10.1,21,,M,M,,27 2ee,,
8,7,2023,104,86,95,8,e,3e e.ee,0,e.e,e,9.7,24,,M,M,4,31 19e,,
8,8,2023,103,86,95,8,e,T,0.2,e.e,e 14.1 23 2oe,14.1,23,,M,M,7,3e zee,,
8,9,2023,107,83,95,8,e,3e e.ee,0,e.e,e 17.1 26 2oe,17.1,26,,M,M,5 3,37 23e,,
8,10,2023,107,85,96,9,e,31 e.ee,0,e.e,e 10.8 24 2ae,10.8,24,,M,M,2,32 19a,,
8,11,2023,107,84,96,9,e,31 e. eo,0,e.e,e 15.4 24 19e,15.4,24,,M,M,6,32 190,,
8,12,2023,106,83,95,8,e,3e e.ee,0,e.e,e 14.9 25 2oe,14.9,25,,M,M,2,33 2ee,,
8,13,2023,106,84,95,9,e,3e e. eo,0,e.e,e 13.7 24 19e,13.7,24,,M,M,,31 21e,,
8,14,2023,99,80,90,4,e,25 e. eo,0,e.e,e 12.9,12.9,24,le,M,M,2,29 360,,
8,15,2023,94,74,84,,e,19 e.ee,0,e.e,e,9.7,18,2e,M,M,3,25,40,
8,16,2023,97,71,84,-2,e,19 e.ee,0,e.e,e,5.6,14,2e,M,M,e,17,le,
8,17,2023,109,74,92,6,e,27 e.ee,0,e.e,e,9.1,16,15e,M,M,,21 15e,,
8,18,2023,109,82,96,le,e,31 e.ee,0,e.e,e,9,15,2ee,M,M,,21 18e,,
8,19,2023,108,85,97,11,e,32 e.ee,0,e.e,e,8.6,18,21e,M,M,,24 160,,
8,20,2023,109,83,,,,,0,,,7.6,18,,,,,,,
8,21,2023,106,82,96,le,e,31 e. eo,0,e.e,e,9,20,8e,M,M,,25,90,
8,22,2023,103,82,94,9,e,29 e.ee,0,e.e,e,8.9,17,6e,M,M,3,31 12e,,
8,23,2023,103,83,93,8,e,28 e.ee,0,e.e,e,6.5,15,Ile,M,M,5,27 Ile,,
8,24,2023,107,84,93,8,e,28 e.ee,0,e.e,e,5.6,14,12e,M,M,5,2e 120,,
8,25,2023,107,85,96,11,e,31 e.ee,0,e.e,e,5.4,14,Ile,M,M,7,19 lee,,
8,26,2023,110,85,98,14,e,33 e.ee,0,e.e,e,6,17,6e,M,M,4 8,19,60,
8,27,2023,110,78,98,14,e,33 e.ee,0.2,e.e,e,10.7,30,3e,M,M,5,23,40,
8,28,2023,101,78,90,6,e,25,0,e.e,e,12,22,,M,M,6,39 25e,,
8,29,2023,95,75,87,3,e,22 e.ee,0,e.e,e,7.5,18,,M,M,3,31,le,
8,20,2023,98,77,87,3,e,22 e. eo,0,e.e,e,9,22,le,M,M,4,3e,20,
8,31,2023,98,75,88,5,e,23 e.ee,0,e.e,e,5.8,16,20,M,M,2,29,2e,
9,1,2023,98,77,88,5,e,23 e.ee,0,e.e,e,9.3,18,18,M,M,e,25 13e,,
9,2,2023,98,71,85,2,e,2e e.ee,0,e.e,e,4.8,12,12,M,M,5 8,16,le,
9,3,2023,100,77,89,7,e,24 e.2e,0.2,e.e,e,8.1,30,30,30,M,8 38,43 15e,,
9,4,2023,100,77,89,7,e,24 e.ee,0,e.e,e 12.e 21 150,12,21,21,M,M,4,28 2ee,,
9,5,2023,104,81,93,11,e,28 e.ee,0,e.e,e 13.2 21 170,13.2,21,21,M,M,1,29 19e,,
9,6,2023,105,83,94,12,e,29 e.ee,0,e.e,e,6.5,16,16,M,M,4,2e 17e,,
9,7,2023,107,81,94,13,e,29 e.ee,0,e.e,e,5.7,14,14,M,M,1 8,19 2ee,,
9,8,2023,110,78,94,13,e,29 e. e3,0.03,e.e,e 11.6 41 2ee,11.6,41,41,M,M,3 38,54 28e,,
9,9,2023,97,77,87,6,e,22 e.ee,0,e.e,e,9.6,10,20,M,M,4 3,29 Ile,,
9,10,2023,94,71,83,3,e,18 e.ee,0,e.e,e,7.2,14,14,M,M,4,2e lee,,
9,11,2023,91,71,81,1,e,16 e.e2,0.02,e.e,e,9,28,,M,M,8 3,36 3ee,,
9,12,2023,84,71,78,,e,13,0.2,e.e,e le.6 18 350,10.6,18,,M,M,9,22 36e,,
9,13,2023,84,70,77,,e,12 e. e3,0.03,e.e,e,5.9,12,60,M,M,9,16,70,
9,14,2023,76,70,73,-6,e,8 e. e3,0.03,e.e,e,7.6,14,80,M,M,le 1,18,8e,
9,15,2023,84,70,77,,e,12,0.2,e.e,e,5.6,16,130,M,M,7 1,22 140,,
9,16,2023,88,69,79,1,e,14 e.ee,0,e.e,e,3.2,12,1e,M,M,5,16 36e,,
9,17,2023,91,69,80,2,e,15 e.ee,0,e.e,e,4.5,13,360,M,M,2,18 36e,,
9,18,2023,94,66,80,2,e,15 e.ee,0,e.e,e,7,15,160,M,M,2 8,22 16e,,
9,19,2023,96,70,83,5,e,18 e. 29,0.29,e.e,e 16.0,16,36,70,M,M,6 138,47,6e,
9,20,2023,94,71,83,6,e,18 e.ee,0,e.e,e 13.8,13.8,23,180,M,M,4 3,3e 15e,,
9,21,2023,96,76,86,9,e,21 e.ee,0,e.e,e 11.6,11.6,21,200,M,M,6,25 13e,,
9,22,2023,98,79,89,12,e,24 e.ee,0,e.e,e 12.2,12.2,21,210,M,M,5,26 18e,,
9,23,2023,101,79,90,14,e,25 e.ee,0,e.e,e,13.2,24,,M,M,2,33 19e,,
9,24,2023,102,75,89,13,e,24 e. 23,0.23,e.e,e,11.5,23,,M,M,5 3,3e 18e,,
9,25,2023,92,72,82,6,e,17 e.ee,0,e.e,e,7.5,16,30,M,M,6,25,le,
9,26,2023,96,72,84,9,e,19 e.ee,0,e.e,e,5.3,12,30,M,M,2,17,2e,
9,27,2023,96,71,84,9,e,19 e.ee,0,e.e,e,4.9,12,se,M,M,2,16,40,
9,28,2023,97,72,85,11,e,2e e.ee,0,e.e,e,6.2,16,,M,M,2,21 14e,,
9,29,2023,96,73,85,11,e,2e e.ee,0,e.e,e,9.6,17,,M,M,1 8,25 23e,,
9,30,2023,94,73,84,le,e,19 e.ee,0,e.e,e,8.7,16,,M,M,2,23 18e,,
10,1,2023,93,69,81,8,e,16 e.ee,0,e,5.e 14 129,5,14,M,M,5,29 12e,,,
10,2,2023,92,71,82,9,e,17 e.ee,0,e,6.4 17 149,6.4,17,M,M,4,21 13e,,,
10,3,2023,92,71,82,9,e,17 e.ee,0,e le.3 21 159,,10.3,21,M,M,6,39 16e,,,
10,4,2023,96,79,83,11,e,18 e.94,0.94,e 13.8,,13.8,35,M,M,8 13,47,19,,
