Date,Aceraceae (maple family),Betulaceae (birch family),Asteraceae (aster family),Arecaceae,Asteraceae (aster family),Asteraceae (aster family),Betulaceae (birch family),Betulaceae,Juglandaceae (walnut family),Ulmaceae,goosefoot/amaranth family,Betulaceae,"juniper family, cedar",sedge family,Asteraceae,Fagaceae (beech family),Oleaceae (olive family),Gramineae / Poaceae,Juglandaceae (walnut family),Oleaceae,Hamamelidaceae (witch-hazel family),Moraceae (mulberry family),Oleaceae (olive family),,,,Pinaceae (pine family),Plantaginaceae (plantain family),Platanaceae (plane-tree family),Salicaceae (willow family),Fabaceae,Fagaceae (beech family),Polygonaceae (buckwheat family),Salicaceae (willow family),Tiliaceae (linden family),Ulmaceae (elm family),,Urticaceae (nettle family),,Station Name,Station City,Station State,Station Postal Code,Station Country
12/11/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2129,North Texas Pollen Station,Flower Mound,TX,75022,US
11/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
9/29/2021,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777,,,1766,North Texas Pollen Station,Flower Mound,TX,75022,US
3/8/2023,,,,,,,,,,23,,,24,,,,73,26,,,,272,,,,,11,,,37,,299,,,,,,,2310,North Texas Pollen Station,Flower Mound,TX,75022,US
9/15/2023,,,26,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3265,North Texas Pollen Station,Flower Mound,TX,75022,US
1/25/2022,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1491,North Texas Pollen Station,Flower Mound,TX,75022,US
7/13/2022,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,North Texas Pollen Station,Flower Mound,TX,75022,US
11/22/2023,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
1/22/2022,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1037,North Texas Pollen Station,Flower Mound,TX,75022,US
10/26/2021,,,32,,,,,,,,2,,333,,,,,9,,,,,,,,,,,,,,,,,,,,,2336,North Texas Pollen Station,Flower Mound,TX,75022,US
12/14/2021,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,949,North Texas Pollen Station,Flower Mound,TX,75022,US
12/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,North Texas Pollen Station,Flower Mound,TX,75022,US
4/5/2023,,,,,,,,,,9,,,35,4,,,45,5,2,,,26,,,,,9,,13,4,,689,4,28,,,,,2675,North Texas Pollen Station,Flower Mound,TX,75022,US
6/5/2021,,,,,,,,,2,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1640,North Texas Pollen Station,Flower Mound,TX,75022,US
9/17/2022,,,43,,,,,,,,2,,,2,,,,13,,,,,,,,,,,,,,,,,,934,,,2565,North Texas Pollen Station,Flower Mound,TX,75022,US
10/25/2021,,,30,,,,,,,,2,,149,2,,,,,,,,,,,,,,,,,,,,,,6,,,2850,North Texas Pollen Station,Flower Mound,TX,75022,US
1/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,North Texas Pollen Station,Flower Mound,TX,75022,US
4/22/2023,,,,,,,63,,22,,,,9,,,,15,17,13,,,,,,,,,,,,,37,10,,,,,,1992,North Texas Pollen Station,Flower Mound,TX,75022,US
6/10/2023,,,,,,2,,,,,,,,,,,,17,,,,,,,,,2,,,,,,,,,,,,6023,North Texas Pollen Station,Flower Mound,TX,75022,US
6/16/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
4/23/2023,,,,,,,28,,11,,,,,,,,2,4,,,,,,,,,,,,,,18,3,6,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
9/26/2023,,,157,,,,,,,,3,,,,,,,6,,,,,,,,,,,,,,,,,,158,,,2351,North Texas Pollen Station,Flower Mound,TX,75022,US
7/6/2021,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,1750,North Texas Pollen Station,Flower Mound,TX,75022,US
10/8/2023,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2165,North Texas Pollen Station,Flower Mound,TX,75022,US
3/9/2023,,,,,,,,,,26,,,6,,,,63,3,,,9,173,,,,,140,,,,,233,,,,,,,1938,North Texas Pollen Station,Flower Mound,TX,75022,US
10/5/2021,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,1735,North Texas Pollen Station,Flower Mound,TX,75022,US
7/2/2023,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2937,North Texas Pollen Station,Flower Mound,TX,75022,US
2/20/2022,,,,,,,,,,,,,421,,,,,,,,,,,,,,9,,,,,,,,,71,,,2550,North Texas Pollen Station,Flower Mound,TX,75022,US
1/24/2021,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,4,,,815,North Texas Pollen Station,Flower Mound,TX,75022,US
3/5/2022,,,,,,,,,,,,,977,,,,,,,,,,,,,,11,,,,,,,,,566,,,1837,North Texas Pollen Station,Flower Mound,TX,75022,US
4/14/2022,17,,,,,,,,,22,,,35,4,,,58,15,4,,,54,,,,,4,,41,,,2131,9,52,,,,,2485,North Texas Pollen Station,Flower Mound,TX,75022,US
1/21/2023,,,,,,1,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,39,,,2042,North Texas Pollen Station,Flower Mound,TX,75022,US
11/20/2023,,,,,,,,,,,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,3484,North Texas Pollen Station,Flower Mound,TX,75022,US
7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,North Texas Pollen Station,Flower Mound,TX,75022,US
8/20/2021,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4322,North Texas Pollen Station,Flower Mound,TX,75022,US
3/18/2022,,,,,,,,,,,26,,290,,,,9,,,,,,,,,,2,,,,,6,,,,78,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
9/30/2021,,,504,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,813,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
6/28/2022,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1891,North Texas Pollen Station,Flower Mound,TX,75022,US
3/20/2022,,,,,,,,,,,,,91,,,,6,,,,,,,,,,,,,,,4,,,,56,,,1469,North Texas Pollen Station,Flower Mound,TX,75022,US
12/11/2023,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2018,North Texas Pollen Station,Flower Mound,TX,75022,US
7/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,North Texas Pollen Station,Flower Mound,TX,75022,US
11/14/2023,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2001,North Texas Pollen Station,Flower Mound,TX,75022,US
1/24/2023,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,15,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
3/9/2022,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,26,,,648,North Texas Pollen Station,Flower Mound,TX,75022,US
4/30/2021,,,,,,,,,15,,,,,,,,39,19,9,,,84,,4,,,6,,,,,82,9,6,,,,,3455,North Texas Pollen Station,Flower Mound,TX,75022,US
8/14/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2485,North Texas Pollen Station,Flower Mound,TX,75022,US
12/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,North Texas Pollen Station,Flower Mound,TX,75022,US
2/11/2023,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,13,,,1294,North Texas Pollen Station,Flower Mound,TX,75022,US
3/23/2022,,,,,,,,,,,,,171,,,,,,,,2,,,,,,,,,2,,,,,,19,,,2118,North Texas Pollen Station,Flower Mound,TX,75022,US
12/24/2023,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
12/3/2023,,,4,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1491,North Texas Pollen Station,Flower Mound,TX,75022,US
8/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,North Texas Pollen Station,Flower Mound,TX,75022,US
12/7/2022,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,2615,North Texas Pollen Station,Flower Mound,TX,75022,US
1/28/2023,,,,,,,,,,,,,454,,,,,2,,,,,,,,,,,,,,,2,,,13,,,1705,North Texas Pollen Station,Flower Mound,TX,75022,US
12/9/2021,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,1059,North Texas Pollen Station,Flower Mound,TX,75022,US
12/27/2023,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,1485,North Texas Pollen Station,Flower Mound,TX,75022,US
8/22/2023,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,North Texas Pollen Station,Flower Mound,TX,75022,US
2/23/2023,,,,,,,,,,,,,379,,,,3,,,,,,,,,,2,,,,,,,,,160,,,2090,North Texas Pollen Station,Flower Mound,TX,75022,US
4/25/2021,,,,,,,,,13,,,,2,,,,6,,,,,28,,2,,,6,,,,,41,4,13,,,,,1798,North Texas Pollen Station,Flower Mound,TX,75022,US
5/18/2023,,,,,,,2,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
6/22/2023,,,,,,,,,,,,,,,,,,2,,,,,,,,,9,,,,,,,,,,,,3064,North Texas Pollen Station,Flower Mound,TX,75022,US
3/17/2023,17,,,,,,1,,,26,,,28,,,,52,,2,,,9,,,,,22,,17,11,,763,,15,,,,,2466,North Texas Pollen Station,Flower Mound,TX,75022,US
6/20/2023,,,,,,,,,,,,,,,,,,13,,,,,,,,,2,,,,,,,,,,,,3701,North Texas Pollen Station,Flower Mound,TX,75022,US
6/18/2023,,,,,,,,,,,1,,,,,,,6,,,,,,,,,15,,,,,,,,,,,,4287,North Texas Pollen Station,Flower Mound,TX,75022,US
7/16/2021,,,,,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1938,North Texas Pollen Station,Flower Mound,TX,75022,US
11/9/2021,,,2,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
2/24/2021,,,4,,,,,,,,,,2293,,,,,,,,,,,,,,,,,,,,,,,11,,,2539,North Texas Pollen Station,Flower Mound,TX,75022,US
11/16/2023,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,North Texas Pollen Station,Flower Mound,TX,75022,US
7/13/2023,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
4/18/2022,19,,,,,,,,4,22,,,63,3,,,117,13,6,,,56,,,,,32,,28,2,,1286,6,9,,,,,2323,North Texas Pollen Station,Flower Mound,TX,75022,US
6/9/2023,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,1995,North Texas Pollen Station,Flower Mound,TX,75022,US
3/13/2023,,,,,,,,,,13,,,18,,,,35,3,,,7,27,,,,,32,,2,4,,198,,,,6,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
5/8/2023,,,,,,,2,,13,,,,,,,,,34,,,,,,,,,3,,,,,,9,,,,,,2122,North Texas Pollen Station,Flower Mound,TX,75022,US
10/13/2022,,,65,,,,,,,,4,,6,,,,,15,,,,,,,,,,,,,,,,,,37,,,4095,North Texas Pollen Station,Flower Mound,TX,75022,US
9/25/2022,,,175,,,,,,,,6,,,,,,,28,,,,,,,,,,,,,,,,,,22,,,2159,North Texas Pollen Station,Flower Mound,TX,75022,US
8/15/2022,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334,North Texas Pollen Station,Flower Mound,TX,75022,US
2/12/2023,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,35,,,2809,North Texas Pollen Station,Flower Mound,TX,75022,US
11/8/2021,,,4,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
2/5/2021,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,19,,,1016,North Texas Pollen Station,Flower Mound,TX,75022,US
4/13/2023,,,,,,,,,17,41,,,6,3,,,2,4,4,,,,,,,,9,,,,,44,12,10,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
8/3/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
1/27/2023,,,,,,,,,,,,,28,,,,,2,,,,,,,,,,,,,,,,,,5,,,1755,North Texas Pollen Station,Flower Mound,TX,75022,US
11/14/2021,,,6,,,,,,,,2,,76,,,,,6,,,,,,,,,,,,,,,,,,,,,2531,North Texas Pollen Station,Flower Mound,TX,75022,US
11/28/2021,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1122,North Texas Pollen Station,Flower Mound,TX,75022,US
5/3/2022,,,,,,,,,9,39,,,,,,,,13,,,,,,,,,11,,,,,17,2,,,,,,4322,North Texas Pollen Station,Flower Mound,TX,75022,US
1/7/2021,,,,,,,,,,,2,,398,,,,,,,,,,,,,,,,,,,,,,,,,,1139,North Texas Pollen Station,Flower Mound,TX,75022,US
6/23/2022,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2379,North Texas Pollen Station,Flower Mound,TX,75022,US
9/17/2021,,,117,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,North Texas Pollen Station,Flower Mound,TX,75022,US
12/1/2021,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,1420,North Texas Pollen Station,Flower Mound,TX,75022,US
3/21/2023,136,,,,,,,,,22,,,2,,,,34,5,,,1,12,,,,,6,,2,4,,845,13,45,,,,,1720,North Texas Pollen Station,Flower Mound,TX,75022,US
4/12/2021,13,,,,,,,,,6,2,,22,,,,80,13,2,,,52,,4,,,4,,,,,754,17,43,,,,,2172,North Texas Pollen Station,Flower Mound,TX,75022,US
6/29/2023,,,,,,,,,,,4,,,,,,,,,,,,,,,,9,,,,,,,,,,,,4482,North Texas Pollen Station,Flower Mound,TX,75022,US
7/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,North Texas Pollen Station,Flower Mound,TX,75022,US
1/4/2022,,,,,,,,,,,,,916,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
12/20/2021,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1469,North Texas Pollen Station,Flower Mound,TX,75022,US
4/18/2021,,,,,,,,,,2,,,,,,,50,9,,,,67,,2,,,,,2,,,233,2,11,,,,,1770,North Texas Pollen Station,Flower Mound,TX,75022,US
1/10/2022,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
8/26/2022,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,3350,North Texas Pollen Station,Flower Mound,TX,75022,US
12/2/2023,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,North Texas Pollen Station,Flower Mound,TX,75022,US
10/30/2023,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,864,North Texas Pollen Station,Flower Mound,TX,75022,US
9/9/2022,,,37,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,28,,,2870,North Texas Pollen Station,Flower Mound,TX,75022,US
2/3/2022,,,,,,4,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,1081,North Texas Pollen Station,Flower Mound,TX,75022,US
8/2/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1189,North Texas Pollen Station,Flower Mound,TX,75022,US
6/8/2023,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2403,North Texas Pollen Station,Flower Mound,TX,75022,US
12/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
11/7/2021,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,1275,North Texas Pollen Station,Flower Mound,TX,75022,US
11/15/2023,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,2403,North Texas Pollen Station,Flower Mound,TX,75022,US
8/3/2021,,,2,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,4754,North Texas Pollen Station,Flower Mound,TX,75022,US
11/17/2022,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727,North Texas Pollen Station,Flower Mound,TX,75022,US
11/25/2021,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2,,,844,North Texas Pollen Station,Flower Mound,TX,75022,US
4/21/2021,,,,,,,,,2,2,2,,4,,,,63,6,,,,39,,2,,,4,,,,,419,,13,,,,,1584,North Texas Pollen Station,Flower Mound,TX,75022,US
11/25/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137,North Texas Pollen Station,Flower Mound,TX,75022,US
10/14/2022,,,43,,,,,,,,6,,4,2,,,,11,,,,,,,,,,,,,,,,,,26,,,3073,North Texas Pollen Station,Flower Mound,TX,75022,US
2/26/2021,,,2,,,,,,,,,,73,,,,,2,,,,,,,,,,,,,,,,,,4,,,1279,North Texas Pollen Station,Flower Mound,TX,75022,US
12/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,North Texas Pollen Station,Flower Mound,TX,75022,US
3/5/2023,,,,,,,,,,32,,,17,,,,177,2,,,19,391,,,,,11,,,50,,104,,5,,48,,,2690,North Texas Pollen Station,Flower Mound,TX,75022,US
10/17/2022,,,9,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,15,,,1874,North Texas Pollen Station,Flower Mound,TX,75022,US
10/12/2021,,,132,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,39,,,6483,North Texas Pollen Station,Flower Mound,TX,75022,US
1/21/2022,,,,,,2,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
7/23/2021,,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,2299,North Texas Pollen Station,Flower Mound,TX,75022,US
4/23/2022,,,,,,,,,9,9,,,,6,,,4,30,,,,,,,,,,,32,,,205,4,,,,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
7/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735,North Texas Pollen Station,Flower Mound,TX,75022,US
6/7/2022,,,,,,,,,,,2,,,,,,,13,,,,,,,,,4,,,,,,,,,,,,2831,North Texas Pollen Station,Flower Mound,TX,75022,US
3/27/2021,22,,,,,,11,,,488,,,6,,,,339,26,,,17,998,,2,,,132,,43,11,,1865,,9,,,,,2135,North Texas Pollen Station,Flower Mound,TX,75022,US
9/24/2022,,,127,,,,,,,,2,,,2,,,,13,,,,,,,,,,,,,,,2,,,32,,,2213,North Texas Pollen Station,Flower Mound,TX,75022,US
9/26/2021,,,361,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
9/23/2021,,,341,,,,,,,,11,,,,,,,4,,,,,,,,,,,,,,,,,,11,,,1690,North Texas Pollen Station,Flower Mound,TX,75022,US
9/2/2023,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721,North Texas Pollen Station,Flower Mound,TX,75022,US
2/15/2021,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,9,,,905,North Texas Pollen Station,Flower Mound,TX,75022,US
8/25/2023,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1530,North Texas Pollen Station,Flower Mound,TX,75022,US
2/10/2022,,,,,,2,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,2,,,3890,North Texas Pollen Station,Flower Mound,TX,75022,US
4/21/2023,,,,,,4,77,,41,,,,21,8,,,10,25,12,,,,,,,,,,,,,78,12,,,,,,2569,North Texas Pollen Station,Flower Mound,TX,75022,US
2/17/2023,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,39,,,2213,North Texas Pollen Station,Flower Mound,TX,75022,US
6/10/2022,,,,,,,,,,,,,17,,,,,13,,,,,,,,,9,,,,,,,,,,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
8/21/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2353,North Texas Pollen Station,Flower Mound,TX,75022,US
8/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
3/19/2022,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,80,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
6/4/2023,,,,,,,,,,,1,,,,,,,6,,,,,,,,,2,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
6/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913,North Texas Pollen Station,Flower Mound,TX,75022,US
5/7/2023,,,,,,,5,,11,,,,,,,,,54,2,,,,,,,,11,,,,,,5,,,,,,2304,North Texas Pollen Station,Flower Mound,TX,75022,US
6/5/2022,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,2593,North Texas Pollen Station,Flower Mound,TX,75022,US
8/7/2023,,,2,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,6,,,1703,North Texas Pollen Station,Flower Mound,TX,75022,US
5/22/2021,,,,,,,,,6,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,1928,North Texas Pollen Station,Flower Mound,TX,75022,US
12/22/2023,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2336,North Texas Pollen Station,Flower Mound,TX,75022,US
11/23/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482,North Texas Pollen Station,Flower Mound,TX,75022,US
7/31/2022,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
6/26/2021,,,,,6,,,,,,,,,2,,,,19,,,,,,,,,,,,,,,,,,,,,1971,North Texas Pollen Station,Flower Mound,TX,75022,US
9/27/2022,,,145,,,,,,,,6,,,,,,,4,,,,,,,,,,,,,,,,,,6,,,3242,North Texas Pollen Station,Flower Mound,TX,75022,US
12/30/2022,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1135,North Texas Pollen Station,Flower Mound,TX,75022,US
6/11/2022,,,,,,,,,,,,,2,,,,,6,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
11/21/2021,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,2,,,2161,North Texas Pollen Station,Flower Mound,TX,75022,US
7/4/2023,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2777,North Texas Pollen Station,Flower Mound,TX,75022,US
4/28/2023,,,,,,1,48,,52,,,,1,,,,,24,,,,,,,,,,,,,,28,11,,,,,,2129,North Texas Pollen Station,Flower Mound,TX,75022,US
10/4/2023,,,160,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,19,,,1949,North Texas Pollen Station,Flower Mound,TX,75022,US
12/8/2021,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1297,North Texas Pollen Station,Flower Mound,TX,75022,US
4/8/2021,,,,,,,15,,,37,,,24,,,,71,4,,,,127,,,,,4,,6,2,,2299,,9,,2,,,1394,North Texas Pollen Station,Flower Mound,TX,75022,US
11/12/2021,,,6,,,,,,,,,,56,,,,,2,,,,,,,,,,,,,,,,,,,,,1556,North Texas Pollen Station,Flower Mound,TX,75022,US
4/4/2021,9,,,,,,6,,,19,,,6,,,,82,6,,,,76,,,,,4,,2,,,3557,,2,,,,,1085,North Texas Pollen Station,Flower Mound,TX,75022,US
4/17/2023,,,,,,,31,,32,,,,14,4,,,,6,,,,,,,,,,,,,,65,,12,,,,,2159,North Texas Pollen Station,Flower Mound,TX,75022,US
5/14/2021,,,,,,,,,48,,,,,,,,,149,,,,2,,,,,,,,,,,11,,,,,,2384,North Texas Pollen Station,Flower Mound,TX,75022,US
7/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2193,North Texas Pollen Station,Flower Mound,TX,75022,US
4/7/2021,11,,,,,,26,,,37,,,30,,,,169,6,,,2,160,,,,,11,,11,,,4326,6,69,,,,,1623,North Texas Pollen Station,Flower Mound,TX,75022,US
2/25/2022,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,13,,,806,North Texas Pollen Station,Flower Mound,TX,75022,US
11/29/2021,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1057,North Texas Pollen Station,Flower Mound,TX,75022,US
10/30/2022,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,North Texas Pollen Station,Flower Mound,TX,75022,US
4/9/2023,,,,,,,,,,,,,2,4,,,53,9,2,,,6,,,,,13,,30,,,96,6,24,,,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
6/9/2021,,,,,,,,,,,2,,,,,,,9,,,,,,,,,,,,,,,2,,,,,,1964,North Texas Pollen Station,Flower Mound,TX,75022,US
1/19/2022,,,,,,2,,,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,2485,North Texas Pollen Station,Flower Mound,TX,75022,US
10/4/2021,,,99,,,,,,,,6,,,,,,,9,,,,,,,,,,,,,,,,,,56,,,5798,North Texas Pollen Station,Flower Mound,TX,75022,US
9/16/2021,,,145,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2615,North Texas Pollen Station,Flower Mound,TX,75022,US
3/5/2021,,,,,,,,,,,,,1662,,,,,,,,,,,,,,,,,,,,,,,56,,,1908,North Texas Pollen Station,Flower Mound,TX,75022,US
4/22/2021,,,,,,,,,2,,,,4,,,,39,9,,,,30,,,,,6,,,,,35,4,4,,,,,1320,North Texas Pollen Station,Flower Mound,TX,75022,US
9/14/2021,,,108,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,9,,,2096,North Texas Pollen Station,Flower Mound,TX,75022,US
6/3/2023,,,,,,4,,,,,,,,,,,,27,,,,,,,,,2,,,,,,2,,,,,,2183,North Texas Pollen Station,Flower Mound,TX,75022,US
7/18/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,North Texas Pollen Station,Flower Mound,TX,75022,US
